external_gene_name	entrezgene
TRMT2A	27037
PROSER1	80209
ZFP3	124961
CCDC115	84317
RBM11	54033
CTXND1	100996492
UBE2L3	7332
LINC00927	283688
SLC5A5	6528
CCDC151	115948
RIMBP3C	150221
ATP13A3	79572
EEF1D	1936
YWHAG	7532
USP6	9098
GU182345.1	553128
ASGR2	433
RPS9	6203
RNF121	55298
CHORDC1	26973
RAB43	339122
IHH	3549
MEOX1	4222
ZNF727	442319
OR4A5	81318
TRIM48	79097
B3GALNT1	8706
IFFO1	25900
ALG1L	200810
PRKCSH	5589
STAB1	23166
SOST	50964
FAM86JP	100125556
IL27RA	9466
PPARA	5465
ISY1	57461
DGCR8	54487
LRP4-AS1	100507401
BBS9	27241
LY6G6C	80740
LRP4	4038
MRPL43	84545
DMD	1756
RNF168	165918
ALKAL1	389658
RRN3P2	653390
MT1E	4493
LINC01227	101928276
PALM3	342979
SNX29P2	440352
CHCHD6	84303
FN3K	64122
UBE2V2	7336
OR4A16	81327
AEBP1	165
GHR	2690
CDPF1	150383
AL162385.2	105376171
TSTD2	158427
TECTB	6975
RPL13AP17	399670
RAD23B	5887
MAGI2-AS3	100505881
PRTN3	5657
ISY1-RAB43	100534599
AC012146.1	101928000
OR4A15	81328
ZNF232	7775
GABPB1-IT1	55056
CFAP36	112942
LINC01179	101928151
NCF1B	654816
GABPB1	2553
SEMA4G	57715
TMEM92-AS1	103752589
TMOD1	7111
BDP1	55814
LINC01817	105373683
DSG3	1830
ST5	6764
TP53TG3	24150
TP53TG3	729264
TP53TG3	102723655
TP53TG3	102723713
TP53TG3	102724101
TP53TG3	102724127
RB1CC1	9821
SMCO1	255798
LINC00293	497634
SPCS1	28972
C15orf40	123207
MISP3	113230
LIN7C	55327
YDJC	150223
ZP3	7784
CCDC14	64770
PNLIPRP2	5408
SMIM4	440957
RASD2	23551
CRK	1398
GNL3	26354
PROC	5624
RAMAC	83640
ADIG	149685
NCBP1	4686
CCDC124	115098
STARD4	134429
TRIM3	10612
CENPB	1059
AC074387.1	105373553
HOMER2	9455
SCNN1G	6340
LINC02120	340113
MRM1	79922
ARHGAP40	343578
LURAP1L	286343
FRG1FP	102723780
XYLT2	64132
LURAP1L-AS1	101929467
TYRP1	7306
SSC4D	136853
LRRC63	220416
TNNI2	7136
TXNL4B	54957
EEF1AKMT1	221143
NHEJ1	79840
BDNF	627
TGM5	9333
GBA	2629
RND3	390
IL17D	53342
NOX5	79400
TCERG1L-AS1	101927489
A4GNT	51146
BTBD1	53339
TCERG1L	256536
TWNK	56652
DHX38	9785
PYGO1	26108
ELANE	1991
BDNF-AS	497258
MT1M	4499
AL162385.1	105376168
HSPA12A	259217
KLHL35	283212
PKDREJ	10343
ARHGAP20	57569
CA5BP1	340591
OR4C15	81309
UTF1	8433
OR4C16	219428
OR4C11	219429
SLC23A3	151295
NMD3	51068
VENTX	27287
PRTG	283659
NREP	9315
TAC4	255061
CARF	79800
ENO4	387712
CLTRN	57393
CST6	1474
LRRC32	2615
ACVR2B	93
NDE1	54820
VWA7	80737
ACE2	59272
IL18RAP	8807
LINC01580	101927129
GABRQ	55879
SHTN1	57698
INSL4	3641
LINC01579	105369203
C5orf17	439936
CFD	1675
MTRNR2L3	100462983
RAE1	8480
PHETA2	150368
RLN2	6019
TIMP4	7079
CATSPER1	117144
LINC01581	101927112
PVALB	5816
CHST3	9469
COIL	8161
SERTM1	400120
SMDT1	91689
LINC00364	100874145
SYN2	6854
MCOLN1	57192
MIR202HG	101927671
FLJ45513	729220
ABCC13	150000
RFXAP	5994
SPOCK2	9806
LINC01164	399827
ANKRD20A8P	729171
SNRPA1	6627
CBLB	868
LINC00563	100861554
SLC7A7	9056
CACNB4	785
ACVR2B-AS1	100128640
MAGEA3	4102
ROPN1B	152015
CNTNAP5	129684
ALPK2	115701
GS1-594A7.3	104798195
TGM7	116179
CA5B	11238
GAL3ST3	89792
NELFE	7936
LCMT2	9836
AC016825.1	105378499
IMP3	55272
C10orf82	143379
INE2	8551
BMP2	650
NCF4	4689
SNX33	257364
CCDC116	164592
MB	4151
PSPH	5723
HP	3240
DLG5	9231
GXYLT2	727936
CD200	4345
CSAG2	102723547
ANP32A	8125
TUBGCP5	114791
EBLN2	55096
PPP4R2	151987
RLN1	6013
NDUFA6	4700
NHLRC3	387921
TEKT4	150483
CYP2D6	1565
NOP10	55505
MYO15B	80022
LHX1-DT	102723471
AC097374.1	442028
ATP1B2	482
CDH10	1008
SLC32A1	140679
BCAP31	10134
RGPD5	84220
RGPD5	727851
PHOSPHO1	162466
TECRL	253017
CYP3A7	1551
NUTM1	256646
MAGEA2B	266740
CDC25B	994
ZZEF1	23140
SMAD9	4093
SPESP1	246777
LINC01920	101929260
NCF4-AS1	107985578
AC009065.2	105371049
CYP3A7-CYP3A51P	100861540
PLXNA1	5361
RPSA	3921
AC104777.1	101929282
LINC01718	100506470
DNM1P46	196968
LMF2	91289
C8orf89	100130301
LINC02141	101927580
LPCAT4	254531
ACTR5	79913
DHX16	8449
AC018554.3	729159
ZNF735	730291
PLGRKT	55848
TOPORS	10210
LRP12	29967
NAPRT	93100
PPP2R2D	55844
APOL6	80830
NDUFB6	4712
SKIV2L	6499
DHX32	55760
OR4P4	81300
MSH5-SAPCD1	100532732
CLIC1	1192
OR4S2	219431
SMIM27	100129250
CHM	1121
AC104971.1	101927322
TTC38	55020
MALT1	10892
NCAPH	23397
RPP40	10799
MT1JP	4498
ADAL	161823
BFSP1	631
CEP63	80254
RIF1	55183
MT1A	4489
STARD4-AS1	100505678
CFAP53	220136
NREP-AS1	100873948
PLPP5	84513
AC013460.1	100506274
PGD	5226
CLDN11	5010
DLX4	1748
OR5V1	81696
OR10C1	442194
OR11A1	26531
ACBD5	91452
SDF2L1	23753
GOSR1	9527
BCCIP	56647
OR12D3	81797
MOAP1	64112
ZNF679	168417
SEMA3B	7869
SLC7A14	57709
C6orf136	221545
DSG2	1829
MARCH8	220972
OR4C6	219432
LHFPL6	10186
NDUFA6-DT	100132273
VARS	7407
OR5D13	390142
OR5D14	219436
AC022915.2	101929268
ZNF236	7776
AC026316.4	101928583
AC022915.1	101929217
GON7	84520
OR5L1	219437
AC026904.3	105375823
OR5D18	219438
GTSE1-DT	150384
EDN1	1906
ZNF736	728927
OR5L2	26338
MSH5	4439
MSH5	100532732
UBR7	55148
OR5D16	390144
MCRIP2	84331
MCRIP2	100287175
DUPD1	338599
DSG2-AS1	100652770
AC090825.1	400464
IER3	8870
SCN3A	6328
PPWD1	23398
EXOC4	60412
AL109955.1	100291105
AC009597.1	105375851
CSPG4	1464
RBM38	55544
NKX2-4	644524
ADAMTS17	170691
IMPAD1	54928
LINC00708	100507143
DDAH2	23564
HCG20	105375013
LINC01606	100507651
LINC02130	105447648
NSD3	54904
YPEL1	29799
AL662848.1	401247
TMEM251	26175
AC025674.2	286177
CSAG1	158511
LINC00588	26138
AC068075.1	101929488
PLEKHM1	9842
AL022341.1	105371038
DSTN	11034
PPIL2	23759
KCNJ12	3768
CHRDL2	25884
DLX3	1747
RUBCNL	80183
NPIPB11	728888
ODF3L1	161753
CSE1L-AS1	102723483
RPL23A	6147
SLC18A3	6572
CHAT	1103
AC019294.2	101929408
APOL5	80831
AC044784.2	105755953
FSHR	2492
MAL	4118
LINC01337	103689917
OR2H1	26716
METTL15	196074
MAPK14	1432
CYB5D2	124936
TRIB3	57761
CLEC18A	348174
ANAPC13	25847
MAGEA12	4111
CYP3A4	1576
SMIM18	100507341
NEK8	284086
CDH4	1002
ANKFY1	51479
CSAG4	100130935
COPB1	1315
GTF2E2	2961
LINC01266	101927215
HLA-DOA	3111
WDR53	348793
MAS1L	116511
AC068305.4	105369791
LINC00550	338862
CDIPTOSP	440356
FBXO45	200933
ANXA2P3	305
LINC00383	103689913
IRF8	3394
HNF1B	6928
KIF18A	81930
HEPH	9843
CDIPT	10423
SCPEP1	59342
TLCD1	116238
CCDC144B	284047
MPP1	4354
TSPAN3	10099
HPR	3250
AL590006.2	101928140
RNASE1	6035
PMFBP1	83449
LINC02232	401134
WDR12	55759
SF3B2	10992
GTSE1	51512
NAT9	26151
AC106772.1	100996325
C19orf67	646457
PPP1R16B	26051
SLC38A11	151258
NSUN5	55695
AC091212.1	105374002
LINC02148	100505811
AC007098.1	100132215
CYP4F22	126410
DDHD2	23259
ARNT2	9915
FAM106A	80039
EHBP1	23301
TMEM258	746
LINC02208	101927280
AIF1	199
FLJ40194	124871
GPI	2821
DKFZP434K028	26070
LHX1	3975
USP32P2	220594
ROPN1	54763
FADS2	9415
FAM71F1	84691
AL138775.1	101928298
KLF4	9314
C9orf64	84267
AC024600.1	101928887
PSMA1	5682
OR11H1	81061
NOLC1	9221
ZNF652	22834
SCN2A	6326
PTPN20	26095
RBFOX3	146713
GPR143	4935
RBM43	375287
HLA-DPB1	3115
AATF	26574
AKR1C8P	340811
LINC02239	340107
LINC01063	101929769
SAMD1	90378
TPCN2	219931
RDH10	157506
PPP4C	5531
CDYL2	124359
AC091180.2	102724596
NRBP2	340371
NKX2-2	4821
BOLA2	552900
TSPAN32	10077
AC007463.1	101929551
BOLA2-SMG1P6	107282092
RDH10-AS1	101926926
LINC00299	339789
SLX1B-SULT1A4	100526831
RPL7	6129
MRPL27	51264
TBL1X	6907
PIGX	54965
SAPCD1	401251
LINC01727	101929625
SULT1A4	445329
LINC01726	101929608
PAX1	5075
ARLNC1	100996425
SAPCD1-AS1	104413891
NPBWR1	2831
LYL1	4066
RPL27A	6157
TTR	7276
AC020571.1	101927482
MYO1C	4641
LYRM4-AS1	100129461
HECW2	57520
OPRK1	4986
PPP1R3G	648791
AC108451.1	101929586
TONSL	4796
ACTN3	89
HLA-DPA1	3113
CSAG3	389903
DUSP3	1845
DISC1FP1	101929222
MAGEA6	4105
SMG1P6	100422558
ZSCAN29	146050
TMPRSS13	84000
SLX1B	79008
HSPA13	6782
CEP19	84984
MAGEA2	4101
ACSF3	197322
SUPT20H	55578
ZNF594	84622
NRROS	375387
FEN1	2237
SPANXN5	494197
GRIA2	2891
LINC02228	105374694
MED16	10025
LINC01267	101927565
TUBGCP4	27229
MYRF	745
POMGNT2	84892
LINC01814	101929567
DACH2	117154
AP003071.2	338694
TRIM66	9866
ATXN8OS	6315
CCDC182	101927581
GUCY2GP	390003
XAGE5	170627
KLHL1	57626
OPN1SW	611
LINC01432	100270679
AC104051.2	286178
SMCO4	56935
AC087500.1	100130950
CALU	813
CEP72	55722
AC133555.3	388242
CFTR	1080
AC019294.1	441728
SCIMP	388325
MRPS23	51649
C11orf21	29125
SAMMSON	101927152
TPPP	11076
ZMAT5	55954
BTLA	151888
GDPD5	81544
CD274	29126
G3BP2	9908
LINC01428	101929265
TLL1	7092
AL583859.2	101928322
LINC01751	101929288
CABP7	164633
LINC01706	101929312
AKR1C4	1109
EIF1AX	1964
RRM1	6240
UQCR10	29796
ALG8	79053
COBLL1	22837
GIPC3	126326
POLR2E	5434
TAF4	6874
MDFIC2	107986096
TGFBR2	7048
AC013268.1	440895
CETN2	1069
ADAM8	101
DAGLA	747
NSDHL	50814
LIMS3-LOC440895	100271835
NMI	9111
TP53BP1	7158
LIMS3	96626
CR759956.1	105375009
HSPA4L	22824
ARFIP2	23647
EIF1AX-AS1	100874078
TIGD2	166815
KCNN1	3780
SCNN1B	6338
AC106047.1	105374546
TBC1D29	26083
MAB21L2	10586
STIM2	57620
LINC00304	283860
CORT	1325
LRBA	987
LINC02216	105379141
GOLGA8A	23015
MRPS5	64969
CENPS-CORT	100526739
RNASE3	6037
FADS1	3992
CHEK2	11200
SLC6A10P	386757
LINC02215	102467225
GPRIN3	285513
CENPS	378708
PDCD1LG2	80380
DTWD2	285605
ZFPM2-AS1	102723356
MIR3150BHG	105375650
ZFPM2	23414
INTS8	55656
CTTNBP2	83992
RNASE2	6036
SCO2	9997
LINC00348	100885781
ARHGAP45	23526
TYMP	1890
SKP1	6500
TIMM10B	26515
UBN2	254048
ZNF514	84874
CNN2	1265
CT45A1	541466
WNT5A	7474
AC021546.1	101927392
DHX58	79132
RNF38	152006
RNF183	138065
DNHD1	144132
TMED1	11018
VWDE	221806
CCDC141	285025
SFTA1P	207107
LRRC37A6P	387646
PHOX2B	8929
DNM2	1785
SLC9A4	389015
GRID2IP	392862
PXDN	7837
AC008629.1	105379143
ATP6AP2	10159
TTN-AS1	100506866
TTN-AS1	101927055
DMXL1	1657
MT1DP	326343
XAGE3	170626
AMPH	273
MT1B	4490
DGKH	160851
IWS1	55677
COX7A2L	9167
CCDC152	100129792
P4HB	5034
ZDHHC2	51201
LINC01015	100507362
PARN	5073
CT45A3	441519
SELENOP	6414
CT45A5	441521
CT45A6	541465
LINC01427	101929663
PPP2CA	5515
CT45A2	728911
GOLGA6L1	283767
LINC01602	100505477
PRH1	5554
MCCC2	64087
AC015689.1	100506082
AL133464.1	284788
GDE1	51573
MAP4K2	5871
ID2	3398
NCAPH2	29781
LSG1	55341
SHROOM2	357
RXRB	6257
TCF7	6932
ID2-AS1	100506299
PICART1	284080
LINC01857	102724714
EFCAB1	79645
SNRK-AS1	100873954
LYRM4	57128
ABHD5	51099
LINC01082	100506542
B4GALT6	9331
CFAP97D1	284067
TTN	7273
YWHAEP7	284100
TMEM44	93109
C17orf51	339263
FAM189B	10712
RASGRP3	25780
HAO1	54363
KDM5D	8284
COL8A1	1295
PRH1-PRR4	100533464
AP000812.4	220074
LAMTOR1	55004
SAMSN1-AS1	100874190
RRBP1	6238
SAMSN1	64092
SAMSN1	388813
LRRC37A2	474170
BNIP3	664
DROSHA	29102
NPPB	4879
SLC39A7	7922
EGOT	100126791
PATL2	197135
PPP2R2C	5522
CSE1L	1434
OR1F2P	26184
OR1F1	4992
B2M	567
GSR	2936
ZNF200	7752
NDUFAF6	137682
MT1F	4494
LUC7L2	51631
XPNPEP1	7511
ZRSR2	8233
NEU1	4758
COG6	57511
ARL5A	26225
NLN	57486
ANKIB1	54467
NUMA1	4926
SNRK	54861
CT45A7	101060211
LINC00261	140828
PIGG	54872
ST14	6768
MSH3	4437
FOXA2	3170
CT45A8	102723737
UBE2Q2	92912
TAF1L	138474
RAD52	5893
MT1G	4495
LINC01300	731779
AC138749.1	100132202
SLC25A52	147407
LINC01954	101929733
LNCNEF	101929685
TNFAIP6	7130
LINC01747	105372566
DBR1	51163
C7orf55-LUC7L2	100996928
ASGR1	432
ANO10	55129
GOLGA8EP	100132979
SHLD3	80006
C11orf53	341032
TRAPPC13	80006
LRRC59	55379
FMC1	154791
TMEM215	401498
NETO2	81831
SLIT1	6585
AP1S2	8905
EME1	146956
TMEM44-AS1	100507297
CSN1S1	1446
KIAA2013	90231
CDH9	1007
TBC1D3K	101060351
TBC1D3K	102723859
EXOSC8	11340
TRMT1	55621
WDR31	114987
COL4A2-AS1	100874203
COL4A1	1282
ZNF680	340252
RNF126P1	376412
GPR20	2843
ODF3B	440836
AP006621.3	171391
AP003119.2	101928837
ARFGAP2	84364
TSKU	25987
RFC4	5984
TP53INP1	94241
DHFR	1719
SIRPG	55423
FAM110B	90362
C11orf97	643037
OVCA2	124641
KCNF1	3754
DPH1	1801
HERC2P11	100996738
FLJ33534	285150
TRIM50	135892
CCNE2	9134
SLC41A3	54946
SNCA-AS1	644248
ZNF729	100287226
SNCA	6622
ENOX2	10495
AMOTL1	154810
CDKL3	51265
ALG5	29880
HERC2P9	440248
CYP4F8	11283
STAU2-AS1	100128126
STAU2	27067
TRIM23	373
TPST1	8460
SIRPG-AS1	101929010
PTP4A3	11156
CNBP	7555
FUT4	2526
PIWIL4	143689
C2orf50	130813
MCTP2	55784
ST8SIA6-AS1	100128098
UVSSA	57654
UVSSA	285464
EIF4A2	1974
ST8SIA6	338596
DCTN1-AS1	100189589
PLEKHO2	80301
SFT2D3	84826
OR52B4	143496
DLD	1738
CYP4F3	4051
WDR33	55339
ZDHHC8	29801
SLC4A5	57835
OSBPL3	26031
ANKDD1A	348094
ARRDC2	27106
AC092718.6	105371361
C16orf46	123775
ERC2-IT1	711
ERC2	26059
ERC1	23085
PQLC3	130814
GCSH	2653
RANBP6	26953
CHAF1B	8208
SGTB	54557
AP000943.3	105369438
GRIPAP1	56850
TBC1D3L	729873
TBC1D3L	101060376
CUEDC1	404093
ZDHHC11B	653082
AC110813.1	729558
NEURL3	93082
AC092819.1	101929528
MDC1	9656
CLDN34	100288814
SSTR4	6754
FKBP6	8468
AL049651.2	105372569
MORC3	23515
AC183084.1	440434
ARHGAP19-SLIT1	100533184
CDH8	1006
TMX4	56255
SLIT1-AS1	100505540
ARHGAP19	84986
COL4A2-AS2	100129836
COL4A2	1284
ASCC2	84164
GARNL3	84253
CMC2	56942
AC025572.1	105377100
ITFG1-AS1	101927102
LAMA3	3909
USP18	11274
ADD2	119
ITFG1	81533
RNF5	6048
KLF5	688
RPS6KA3	6197
MDC1-AS1	106478956
PLXNB3	5365
CEND1	51286
LINC02138	400558
CCT6A	908
OTX1	5013
C1QBP	708
ZNF676	163223
TRIM51	84767
MUC6	4588
TBXA2R	6915
CDH15	1013
C11orf49	79096
SLC9A2	6549
AC093330.1	105372217
OR5W2	390148
PCSK6	5046
COLEC12	81035
OR5I1	10798
RPAIN	84268
MBP	4155
MRPL45	84311
OR10AG1	282770
MROH5	389690
AC011840.1	101927093
CNOT7	29883
PPP4R3B	57223
CNTN6	27255
SMURF2P1-LRRC37BP1	107133515
ERBB4	2066
AC012174.1	105371305
COLCA1	399948
SMURF2	64750
CT45A9	102723680
DBIL5P2	100169989
COLCA2	120376
SRPK3	26576
LINC01198	101929344
LSM14B	149986
CT45A10	102723631
GPR179	440435
ACSL5	51703
CYP3A43	64816
TBX6	6911
LAMB1	3912
SAGE1	55511
ATMIN	23300
AL355493.2	101929180
MAN2B2	23324
LINC00682	101927074
ACTRT2	140625
HSCB	150274
CENPN	55839
LINC00982	440556
GATAD1	57798
PHKB	5257
ARL17B	51326
ARL17B	100506084
ARL17B	100996709
GADL1	339896
DDX5	1655
TMBIM7P	105375396
ERVW-1	30816
MED17	9440
MTMR7	9108
PEX1	5189
LINC02075	101927207
LRRC3B	116135
ABHD17C	58489
EPPK1	83481
PHB	5245
SLC9A6	10479
NUDT8	254552
TRIP13	9319
C2orf81	388963
MOBP	4336
MTHFD2	10797
TBX10	347853
HGFAC	3083
CEACAM7	1087
BTBD7	55727
MAPK13	5603
VPS37A	137492
RABEP1	9135
DTNB	1838
BSPRY	54836
LINC02592	100996415
ANAPC16	119504
ZDHHC11	79844
SLC22A31	146429
CEMIP	57214
TRIM69	140691
TRIM69	100419583
SEH1L	81929
CEACAM4	1089
PDXDC2P-NPIPB14P	283970
DCTN1	1639
ASCC1	51008
OR5F1	338674
LSP1	4046
LRRC37A	9884
PLOD1	5351
BRD9	65980
AC092718.2	107984858
ABCD1	215
DUSP13	51207
CYHR1	50626
PP12613	100192379
TMEM155	132332
ELOVL3	83401
ZDHHC6	64429
DHX33	56919
CEP95	90799
AL109809.1	100289473
RETREG3	162427
LINC02078	100652929
DUSP8	1850
SGK2	10110
ENPP7	339221
MRPL52	122704
KRTAP5-1	387264
KRTAP5-2	440021
KRTAP5-AS1	338651
ZDHHC4	55146
NKX1-1	54729
FAM183BP	340286
NFKBIL1	4795
NACC1	112939
SMIM9	100132963
SIRPA	140885
SOCS7	30837
MYEOV	26579
AC100860.1	105375784
CBX2	84733
LINC01925	105376854
TUBG1	7283
CETN1	1068
RBCK1	10616
MFSD9	84804
CBX8	57332
GGT1	2678
TARS	6897
NUP88	4927
SAMD8	142891
UCN3	114131
CACTIN	58509
LNPEP	4012
AL117335.1	102724545
SCARNA9	619383
SCARNA9	100158262
LINC01660	729461
CEP295	85459
AC242019.1	105379627
ARHGAP21	57584
AC013270.1	105373496
CBX4	8535
FAM156B	29057
FAM156B	727866
KCNJ18	100134444
OR5AS1	219447
TLE2	7089
SLC39A2	29986
PDZRN3	23024
OR8I2	120586
LINC02135	146513
TUBAL3	79861
OR8H2	390151
UBXN2B	137886
LINC01979	101928766
OR8H3	390152
LINC01978	101928738
PRKACA	5566
OR8J3	81168
C19orf38	255809
LINC00882	100302640
MESD	23184
METTL17	64745
OR8K5	219453
RNF169	254225
TRMU	55687
BRPF3	27154
CD81-AS1	101927682
XRRA1	143570
CD81	975
MMGT1	93380
LINC01201	104266960
CACTIN-AS1	404665
KCNG3	170850
GRN	2896
AC027808.2	107984749
PLK4	10733
FAM53A	152877
ACY3	91703
LRRTM3	347731
SCAMP3	10067
PCSK6-AS1	105371027
C11orf54	28970
KLHL4	56062
CTNNA3	29119
C3orf56	285311
ERAP2	64167
AGER	177
TUBGCP3	10426
PRR20G	100419008
LINC02016	101927123
UBE2W	55284
GRIP2	80852
LINC01471	101927149
MPP3	4356
SNAI2	6591
KRTAP5-3	387266
ACTL7B	10880
KRTAP5-4	387267
ACTL7A	10881
DFFA	1676
PITX3	5309
JAKMIP3	282973
NPTXR	23467
PEAK1	79834
MCM2	4171
IL18BP	10068
CBX6	23466
L3MBTL1	26013
FZD9	8326
ITGA3	3675
MRPS36	92259
SLC6A6	6533
PEX14	5195
AC106820.2	729652
USP19	10869
WFDC2	10406
TEDC2	80178
ARID5A	10865
COPG1	22820
CCNYL1	151195
SP3	6670
STMN2	11075
DENND3	22898
GALNT14	79623
KRTAP5-5	439915
AKAIN1	642597
CCHCR1	54535
DNAJC28	54943
FAM156A	29057
FAM156A	727866
MAST3	23031
UBXN8	7993
DTX2	113878
CYP7A1	1581
MT1H	4496
FAM99A	387742
CCDC136	64753
TYMSOS	494514
LRGUK	136332
ENOSF1	55556
FAM99B	100132464
MT1IP	644314
BAZ1B	9031
LINC00667	339290
MT1X	4501
IL12RB1	3594
FILIP1L	11259
LINC00526	147525
ABCG1	9619
AC130310.2	100505570
TPRA1	131601
AC106779.1	105371286
LRTOMT	220074
THBD	7056
KRTAP5-6	440023
POU2AF1	5450
IFITM10	402778
MAGEB17	645864
ASF1B	55723
PDYN	5173
GRPR	2925
SNORD91A	692207
AL450226.1	101927839
PDYN-AS1	727993
SRR	63826
ADAMTS12	81792
AC100756.3	102723623
CLN8	2055
LINC00917	732275
AC013470.2	102725191
MAPK1	5594
BTG4	54766
CMSS1	84319
USP35	57558
HNRNPK	3190
AC100810.4	101927752
AP000439.3	102724265
AP002008.3	100132078
ZBTB14	7541
DNAJC5	80331
TAF1D	79101
GYPC	2995
C20orf144	128864
DNAH3	55567
SGSM2	9905
USO1	8615
HLTF-AS1	100873945
ACTL10	170487
HLTF	6596
AC022098.1	100507373
ADGRL1	22859
NECAB3	63941
RXFP3	51289
SLC45A2	51151
CD93	22918
RETREG2	79137
SLBP	7884
AL161668.3	101929718
LINC00656	200261
ALG1	56052
POTEH	23784
STX10	8677
CEACAMP3	105372404
ZNF107	51427
KCTD21	283219
HDHD3	81932
AL118508.1	100505664
SCARA5	286133
VARS2	57176
NXT1	29107
KCTD21-AS1	100289388
POTEH-AS1	100852406
CSF2RB	1439
AC244489.1	100288332
CEACAM21	90273
AC009432.2	105370985
AC087633.2	440311
AP002490.1	100128494
ZNF138	7697
YPEL3	83719
ANAPC15	25906
GUCD1	83606
HEY1	23462
TOP3B	8940
LINC01730	101929125
LINC02433	340017
LILRB5	10990
AP5S1	55317
CNPPD1	27013
ALDH3B2	222
TMEM159	57146
NEDD4	4734
SPINT3	10816
LINC01297	106146148
DOK7	285489
ZNF778	197320
AC018683.1	105377256
APOBEC3B	9582
FAM83D	81610
PPDPFL	492307
STK35	140901
LTA	4049
DUXAP8	503637
TNFAIP8	25816
FZD5	7855
ANKRD18B	441459
EPHA5	2044
TNFRSF13B	23495
BMS1P22	106480334
LINC01488	101928292
HCN3	57657
CCP110	9738
GART	2618
PAK2	5062
TYMS	7298
KLRG2	346689
SPATA41	388182
GBF1	8729
APOBEC3B-AS1	100874530
FKBPL	63943
MAVS	57506
APOBEC3A	200315
APOBEC3A	100913187
FUNDC2	65991
CWC15	51503
CERS3	204219
CLK2	1196
POLR2D	5433
LINC01197	400456
TSR1	55720
ALAD	210
GTF2H4	2968
AC243725.1	100996792
C10orf53	282966
FASTK	10922
LRRC75B	388886
EDA2R	60401
LINC00924	145820
XPA	7507
TEX51	101929926
CSN2	1447
PARP8	79668
LINC00392	100874155
KDM4D	55693
WDR37	22884
F8	2157
ATP6V1H	51606
KDM4E	390245
SNRPD3	6634
TBC1D28	254272
PPL	5493
SNORD91B	692208
PTCSC2	101928337
SMG6	23293
PPP2R3A	5523
CLUL1	27098
LINC02002	105371595
FOXE1	2304
OGDHL	55753
PPM1F	9647
IER2	9592
TNF	7124
PKLR	5313
C1QTNF3	114899
AL121899.1	388780
SLC44A4	80736
LZTS2	84445
KIFC2	90990
ZNF286B	729288
OCA2	4948
AMACR	23600
USP50	373509
GTF2H2B	653238
LINC01431	100505683
TMEM67	91147
EPPIN	57119
F8A1	8263
NR2F2	7026
H2AFB1	474382
AGPAT1	10554
ARHGAP36	158763
PDZD7	79955
TRAPPC8	22878
LL22NC01-81G9.3	100506241
C2-AS1	102060414
CES1P1	51716
CES1P1	107987423
CFB	629
FAM98A	25940
CDK7	1022
VPS41	27072
USP8	9101
EPHA5-AS1	100144602
SEC14L5	9717
EPPIN-WFDC6	100526773
RNF24	11237
CTSF	8722
AC090833.1	105376603
XPO4	64328
WFDC6	140870
TMEM271	112441426
NR2F2-AS1	644192
FOXH1	8928
RBFOX2	23543
NLRP6	171389
EEF2KMT	196483
NSF	4905
LSMEM2	132228
MMP14	4323
HACD1	9200
LINC01960	100128905
DNAJC12	56521
NAA80	24142
AL021328.1	101927972
TRMO	51531
AC090155.2	100507464
AL022097.1	101927950
FARS2	10667
TAS2R42	353164
C6orf47	57827
HYAL3	8372
C1QTNF3-AMACR	100534612
PRB3	5544
PNMT	5409
CPXCR1	53336
PANK2	80025
SFXN3	81855
TEX33	339669
FAT3	120114
NUDT1	4521
LTB	4050
PRB4	5545
GOLGA8M	653720
DUS1L	64118
PRB1	5542
HIC1	3090
ATG3	64422
SF3B6	51639
SCEL-AS1	104355296
AL031728.1	100506801
WHAMMP2	440253
SCEL	8796
IFRD2	7866
ECE1	1889
CCNA2	890
AC104024.1	284191
MRFAP1	93621
LINC02047	101927346
STATH	6779
LINC00690	100996597
PACS1	55690
DAZL	1618
PURPL	643401
HMG20A	10363
IL10RA	3587
C16orf89	146556
CRLF3	51379
EXOSC9	5393
TBC1D16	125058
NEK10	152110
MIR99AHG	388815
LINC02482	105374366
EXT1	2131
AC093323.1	93622
C2	717
DACH1	1602
LINC02054	105374250
GGTLC3	728226
KALRN	8997
AC023490.2	100996401
TMEM191B	728229
LINC00200	399706
GOLGA8S	653061
TST	7263
NAGPA-AS1	100507589
NAGPA	51172
CES1	1066
S100P	6286
SLC35A5	55032
MPST	4357
GZF1	64412
LINC02261	101929199
STAM-AS1	102723166
SLC5A8	160728
PSMA7	5688
NET1	10276
LINC02530	101928309
AATBC	284837
DLG5-AS1	100128292
ANO4	121601
ZNF512B	57473
ROCK2	9475
S100G	795
OR5P2	120065
TMEM104	54868
CNTN3	5067
UCKL1-AS1	100113386
LINC01410	103352539
OR5P3	120066
UCKL1	54963
CTPS2	56474
PTPN18	26469
PGGHG	80162
POLD2	5425
AL662884.3	100507547
LINC00598	400123
LINC00598	646982
IL33	90865
EGFL8	80864
TUBG2	27175
ZNF511	118472
LINC00332	100874127
EIF1B	10289
TBC1D7	51256
TBC1D7	107080638
FOXO1	2308
ZNF185	7739
NEFM	4741
TGM3	7053
OR2AE1	81392
TRIM4	89122
EIF1B-AS1	440952
CALY	50632
TBC1D20	128637
ZGRF1	55345
LINC02103	105374698
KLF12	11278
MYRIP	25924
DPYSL4	10570
TMEM129	92305
APBB2	323
FAM198B	51313
TUBGCP2	10844
VEZF1	7716
